id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
907177,0,5,2,7,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.9,0.8,1.2041594579,11,1,1,0,0,0,1,0,2,1,78,3,0.4,0.9700579347,-1.0,3.7416573868,0.9,0.8,0.9,3,3,10,2,10,4,8,7,2,3,11,0,1,1,1,0,0
194075,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0.5,0.6740734381,11,1,-1,0,-1,10,1,1,2,1,83,2,0.4084115571,0.6072904189,0.3974921382999999,1.4142135624,0.6,0.7,0.1,4,1,9,3,7,2,15,6,2,2,9,0,1,1,1,0,0
565213,0,5,1,8,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.7,0.9450529086,7,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.7320863427,0.3974921382999999,2.6457513111,0.0,0.4,0.5,1,2,10,4,10,2,9,6,0,1,9,0,1,0,0,1,0
910835,0,2,3,6,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.6087897831,7,1,-1,0,-1,11,1,1,2,1,104,2,0.316227766,0.6619062129,0.3666060556,3.1622776602,0.7,0.3,0.3,4,0,9,1,9,2,11,4,1,1,10,0,0,0,0,0,0
656384,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.1,0.1,-1.0,11,0,1,0,1,1,1,1,2,1,104,2,0.4358898944,0.8395566520000001,0.3633180425,3.1622776602,0.1,0.8,0.3,2,1,7,3,8,5,7,3,0,3,7,0,0,1,0,1,0
1185084,0,4,1,6,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.3,0.861684397,11,1,-1,0,-1,0,1,1,2,1,104,3,0.4242640687,0.5888074514,0.3847076812,1.0,0.7,0.9,0.8,0,2,7,4,8,4,9,7,1,3,11,1,1,0,1,0,0
827071,0,3,1,6,1,4,0,1,0,0,0,0,0,0,0,3,0,1,0,0.7,0.4,0.8470537173,11,1,-1,0,-1,4,1,1,2,1,48,3,0.316227766,0.6528861544,0.3748332963,3.3166247904,0.6,0.2,0.4,2,0,9,2,8,2,11,3,1,2,6,0,1,1,1,1,0
738270,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.6,0.7,-1.0,11,0,-1,0,-1,15,1,0,2,1,5,2,0.4472135954999999,1.2055484675,0.4,3.6055512755,0.2,0.4,0.0,3,1,8,4,9,1,7,12,1,2,7,0,1,1,0,0,0
1373356,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.4,0.8388980868000001,6,1,-1,0,1,0,1,1,0,1,98,3,0.4,0.8920794724,0.3974921382999999,3.3166247904,0.0,0.4,0.9,0,1,9,2,10,1,11,5,2,0,4,0,0,0,0,0,0
841092,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0.3,0.0,0.5651327278,6,1,-1,0,0,0,1,0,0,1,22,3,0.316227766,0.8615872820999999,0.374566416,3.6055512755,0.1,0.8,0.4,2,3,8,2,10,1,13,3,1,10,7,0,1,1,0,0,0
336540,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.7,1.2242344547,11,0,-1,1,-1,16,1,1,2,1,104,3,0.316227766,0.8932020584999999,0.3674234614,3.6055512755,0.8,0.4,0.5,3,2,10,2,6,3,4,5,1,5,10,1,1,1,0,0,0
282041,0,6,3,3,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,1.8,2.1884640733,11,1,1,9,0,9,1,1,2,1,104,3,0.4472135954999999,1.1867467163,0.3872983346,3.3166247904,0.7,0.8,0.5,2,2,9,3,10,1,7,3,2,3,14,0,1,1,0,1,1
139547,0,7,1,7,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.3,0.7495832175,10,1,-1,0,1,14,1,1,0,1,49,3,0.4,0.819345763,0.3685105154999999,3.6055512755,0.2,0.8,0.1,5,2,8,3,9,5,12,4,0,2,3,0,1,0,0,0,1
602548,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.5,0.8,0.6289872813,10,1,-1,0,1,4,1,1,0,1,104,2,0.3997499218,0.5932819491,0.3917907604999999,2.0,0.5,0.2,0.9,1,1,5,2,11,4,7,11,2,0,9,0,0,1,0,1,0
625205,0,5,4,11,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0.9,0.4,0.7956915231,11,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.7020630755,0.3701351105,3.1622776602,0.2,0.1,0.9,2,1,8,4,9,3,11,6,1,5,8,0,1,0,0,1,1
634004,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0.5,0.6,0.6791538854000001,6,1,-1,0,0,14,1,1,0,1,42,2,0.4,0.6274867882,0.3937003937,2.2360679775,0.0,0.4,0.1,5,1,7,1,12,2,10,5,3,0,3,0,0,1,0,0,0
1013244,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.893028555,7,0,-1,1,-1,14,1,1,1,1,104,2,0.5,1.1807862628,0.438520239,3.4641016151,0.6,0.4,0.1,2,3,10,3,7,3,7,6,1,7,11,0,1,1,1,1,0
1339666,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.2,0.8158584436,7,1,-1,0,-1,0,1,1,1,1,22,3,0.316227766,0.7972965685,0.374566416,3.6055512755,0.1,0.2,0.2,2,5,8,4,9,2,5,6,0,1,8,0,1,0,1,1,0
1339735,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.7215434845,7,1,-1,0,-1,1,1,1,2,1,64,1,0.3160696126,0.5050979776,0.3640054945,1.7320508076,0.8,0.3,0.3,3,1,5,3,8,1,4,9,2,6,7,0,1,0,0,1,1
203388,0,4,1,5,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.7,0.9,1.0087120501,9,1,-1,0,-1,11,0,1,2,1,103,1,0.316227766,0.6263662752,0.3583294573,3.3166247904,0.3,0.9,0.6,2,2,8,4,9,4,7,5,1,1,4,0,0,1,0,1,0
1339164,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.4,0.7956915231,7,1,-1,0,-1,14,1,0,2,1,82,3,0.316227766,0.7936863464,-1.0,3.7416573868,0.9,0.6,0.3,3,1,5,2,10,2,7,5,2,1,4,0,0,1,1,0,0
1386650,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.2,0.2,-1.0,11,1,1,0,0,0,1,1,2,1,87,3,0.316227766,0.7416894942,0.2944486373,3.6055512755,0.6,0.9,0.3,3,1,9,4,7,1,8,5,3,1,12,1,0,0,1,1,0
355500,0,1,1,8,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.5,1.6418358627,11,0,-1,1,-1,1,1,1,2,1,35,1,0.3741657387,0.8973445673999999,0.3535533906,3.4641016151,0.3,0.4,0.5,2,1,6,4,10,1,8,8,0,0,8,1,1,1,0,0,0
1045966,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.4,0.6,1.2354149101,11,1,-1,0,-1,0,1,1,0,1,87,3,0.316227766,0.6703582365,0.3615245497,3.0,0.5,0.6,0.1,4,2,7,2,9,2,10,9,1,1,5,0,0,1,0,1,0
772511,0,6,1,8,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0.8,0.4,1.4588094461,11,0,0,9,0,9,1,1,2,1,104,3,0.5916079783,1.2724593874,0.4144876354999999,3.3166247904,0.7,0.5,0.8,2,2,7,3,7,5,10,3,1,1,5,0,1,1,0,1,0
1085759,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,1.0440306509,11,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.6789941516,0.3887158345,3.0,0.3,0.2,0.3,2,2,9,2,11,1,9,7,1,3,7,0,0,1,0,0,0
42090,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.3,0.0,0.5678908346,7,1,-1,0,-1,1,1,1,2,1,70,3,0.3741657387,0.7595534790999999,0.3937003937,3.1622776602,0.7,0.7,0.0,4,1,8,3,8,2,2,9,4,1,9,0,1,1,1,0,0
5721,0,1,1,8,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.6,1.1470069747,7,1,-1,0,-1,1,1,1,2,1,80,3,0.316227766,0.7038999976000001,-1.0,3.4641016151,0.3,0.9,0.1,2,1,9,3,9,6,12,7,2,3,8,0,1,0,0,0,0
1133602,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.8576858398999999,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.958476753,0.3984971768999999,3.6055512755,0.5,0.8,0.6,1,4,7,3,11,2,9,5,1,5,9,0,0,1,0,1,0
1430425,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.701338007,11,1,1,0,0,1,1,1,2,1,65,3,0.316227766,0.7188575647,0.2898275348999999,3.6055512755,0.2,0.1,0.4,2,2,8,2,8,1,13,4,2,3,14,0,0,1,0,0,0
1177120,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.2,0.5477225575,7,1,-1,0,-1,11,1,1,2,1,57,2,0.3997499218,0.4996899864999999,0.3761648575,0.0,0.1,0.5,0.1,3,3,10,5,6,1,6,3,1,1,6,0,0,0,0,0,0
301584,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.8,0.4,1.0776131031,11,1,1,0,1,9,1,0,2,1,93,3,0.4,0.948366364,0.3241913015,3.7416573868,0.3,0.0,0.1,0,3,5,6,10,2,9,10,1,3,8,0,1,1,1,0,0
239744,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8,0.3,0.7288689869,10,1,-1,2,0,1,0,1,0,1,104,0,0.3605551275,0.7014300623,0.4024922359,3.1622776602,0.8,0.5,0.1,3,1,8,3,10,2,8,4,1,2,5,0,0,0,0,1,0
1022327,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0.4,0.0,0.6219927652,7,1,-1,0,-1,0,1,0,0,1,22,3,0.316227766,0.8499270751000001,0.374566416,3.7416573868,0.9,0.9,0.2,2,1,10,5,11,4,7,8,0,3,7,0,0,0,0,0,0
647761,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.6,0.6,0.8070006195999999,9,1,0,8,0,14,1,1,2,0,18,2,0.5,1.2043396051000002,0.4311612227,3.6055512755,0.0,0.2,0.7,2,3,8,1,9,0,8,4,0,3,2,0,0,1,0,0,0
465023,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.2,0.5202163012,7,1,-1,1,-1,12,1,1,2,1,104,3,0.3741657387,0.7455099758,0.3754996671,3.4641016151,0.3,0.8,0.6,3,3,9,2,7,2,8,10,1,2,6,0,0,0,0,0,0
565025,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.4,0.6873863542,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.654261302,0.3666060556,2.8284271247,0.1,0.7,0.7,3,4,7,3,10,3,11,5,1,3,9,0,1,0,1,0,0
123968,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.8,0.2,0.55,7,1,1,0,0,11,1,0,2,1,103,3,0.316227766,0.7685179469,0.2887905816,3.7416573868,0.5,0.9,0.6,4,3,5,2,9,3,8,9,0,4,10,0,1,0,0,0,0
81386,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.8459462158,11,1,1,0,0,1,1,1,2,1,80,3,0.316227766,0.803189664,-1.0,3.6055512755,0.4,0.6,0.7,1,2,8,3,10,2,11,3,2,3,13,0,1,0,0,0,0
1131197,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0.9,0.7,1.3709029871,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.7115778068999999,0.3701351105,3.3166247904,0.0,0.9,0.7,1,1,8,1,7,0,8,4,2,3,7,1,1,0,1,1,0
475889,0,0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7,0.4,0.6015604708,11,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.8417808749,0.3130495168,3.6055512755,0.1,0.0,0.9,3,2,7,2,9,3,8,4,1,5,3,0,1,0,0,0,0
149906,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0.7,0.4,0.7913595896,11,1,-1,0,-1,11,1,1,0,1,103,3,0.316227766,0.6210494983,0.3583294573,3.0,0.0,0.7,0.9,2,0,8,1,9,4,9,10,2,4,9,0,1,1,0,1,0
1321214,0,5,1,8,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.6,1.7399712641,11,0,1,9,1,10,1,0,2,1,104,3,0.4472135954999999,1.5004338216,0.3908964057,3.6055512755,0.3,0.7,0.9,3,1,8,4,9,3,8,5,1,3,6,0,0,1,1,0,0
208487,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.4,0.0,0.4834769901,7,1,-1,2,-1,0,1,1,2,1,100,0,0.3997499218,0.756760167,0.423083916,3.3166247904,0.7,0.2,0.9,2,1,9,3,10,2,7,6,1,2,14,0,1,1,0,0,0
1090017,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.4,1.0,1.3019216566,11,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.9104648708,0.3974921382999999,3.6055512755,0.2,0.6,0.4,2,1,8,7,11,3,5,11,1,5,7,0,1,1,0,0,0
594345,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,0.5153882032,11,1,1,0,0,14,1,0,2,1,72,3,0.4,1.1353995911,0.3504283093999999,3.7416573868,0.4,0.6,0.3,2,2,6,7,11,3,6,7,2,6,5,0,1,1,0,0,0
840500,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.8370334520999999,7,1,-1,0,-1,1,1,1,0,1,10,2,0.316227766,0.7040467443,0.3768288736,3.4641016151,0.6,0.1,0.9,3,3,7,2,9,2,9,4,0,5,7,0,1,1,0,0,1
698667,0,5,2,0,1,2,0,0,0,1,0,0,0,0,0,8,0,1,0,0.9,1.1,1.3594576124000002,2,1,-1,0,1,1,1,1,0,1,64,1,0.3160696126,0.5182814896,0.3640054945,1.7320508076,0.5,0.8,0.9,2,2,7,1,10,3,6,5,1,1,5,0,1,0,0,0,0
1116756,0,4,1,8,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.8,0.9,1.4166421566999998,11,0,1,0,0,10,1,1,2,1,55,2,0.4242640687,1.1013890553,0.3586084215,3.6055512755,0.1,0.9,0.9,3,2,9,1,11,3,5,5,0,2,3,0,1,1,1,1,0
1244484,0,3,1,6,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.7031180555,8,1,0,1,0,12,1,1,2,1,104,3,0.3741657387,0.8335984426999999,0.3255764119,3.6055512755,0.7,0.9,0.7,0,1,8,3,6,3,6,7,2,1,6,1,1,0,0,0,0
1102741,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.7,0.3,0.8257572282,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7330734576000001,0.3615245497,3.4641016151,0.3,0.2,0.5,3,3,8,4,8,3,5,6,1,2,5,0,0,1,1,1,0
1388248,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.0,1.4887074931,3,1,-1,0,-1,15,1,0,2,1,97,3,0.3605551275,0.8404175468,-1.0,3.7416573868,0.8,0.9,0.2,1,2,9,3,10,2,9,4,1,2,3,0,0,1,0,0,0
862732,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0.3,-1.0,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.7336439675,0.3583294573,3.6055512755,0.3,0.3,0.3,4,5,8,3,10,2,6,3,1,2,7,0,0,1,1,0,0
1189378,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.8,0.7,0.9743587635,10,1,-1,0,1,1,1,1,0,1,64,1,0.3152776553999999,0.4302123250999999,0.3591656999,0.0,0.4,0.2,0.2,2,4,7,5,9,3,9,8,1,3,5,0,0,1,0,0,0
842400,0,2,1,6,0,6,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.8,0.7284401142,11,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.6138215209000001,0.3687817783,2.8284271247,0.2,0.7,0.2,1,2,9,5,9,2,5,7,2,0,7,0,1,1,0,1,0
447922,0,5,1,10,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.6,1.0356157589,11,1,-1,0,-1,7,1,1,2,1,92,3,0.3741657387,0.7365179412,0.3926830783,3.3166247904,0.6,0.3,0.4,1,1,7,3,10,1,6,4,4,2,7,0,0,0,0,1,0
810842,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.9,1.7,1.7836058982,11,1,0,0,1,11,1,1,2,1,30,3,0.4469899328,0.7724598468,0.3788139385,2.2360679775,0.7,0.3,0.6,3,3,7,3,9,2,5,4,2,4,10,0,1,0,0,1,0
615331,0,1,1,5,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0.9,0.2,0.6417748825999999,5,1,1,0,1,1,1,1,2,1,38,3,0.316227766,0.7224699370000001,0.299165506,3.4641016151,0.8,0.7,0.9,3,0,8,2,10,1,10,5,0,6,5,0,1,1,0,0,0
1380870,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.3,0.6199798384,7,1,0,0,0,9,1,1,2,1,21,3,0.316227766,0.804108767,0.3130495168,3.6055512755,0.8,0.6,0.2,4,2,7,5,8,2,7,10,0,4,10,0,1,0,0,0,1
512371,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.2,0.6841966092,6,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.6747818748000001,0.3861346914999999,2.8284271247,0.4,0.5,0.3,3,2,8,3,9,1,5,6,3,1,8,0,1,0,0,0,0
1140443,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.4,0.1,-1.0,11,1,-1,0,-1,0,1,0,2,1,34,2,0.4,0.907578287,-1.0,3.7416573868,0.5,0.5,0.2,3,3,7,4,10,2,11,5,1,4,9,0,0,1,0,0,0
107958,0,2,1,11,0,3,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.2,0.6680194608,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6274538605,0.3685105154999999,2.8284271247,0.6,0.2,0.4,1,4,8,3,10,3,9,11,1,2,8,0,1,1,0,0,0
925200,1,6,1,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.8,0.4,0.8302860953,11,1,1,8,0,4,0,0,2,1,6,3,0.4,1.0959966595,0.3466987165,3.6055512755,0.3,0.5,0.3,1,2,8,1,10,2,12,3,0,5,11,0,0,0,0,0,1
1321684,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.1,0.1,-1.0,7,0,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,1.0395882847,0.4,3.3166247904,0.1,0.2,0.5,2,1,6,6,8,3,12,2,0,2,9,0,0,0,0,0,0
148705,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.2,0.6184658438,6,1,-1,0,1,7,1,1,0,1,104,3,0.4,0.8234552279,0.4176122604,3.1622776602,0.1,0.1,0.0,2,2,9,2,8,1,6,3,4,1,5,1,1,0,0,1,0
110556,0,3,1,8,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.3,0.5031152949000001,7,1,-1,0,-1,9,1,0,2,1,104,2,0.4,0.9563295016,-1.0,3.7416573868,0.7,0.8,0.6,2,1,10,6,6,4,9,5,4,2,8,0,0,0,1,1,0
618766,0,2,1,5,0,2,0,0,1,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.7866066361,7,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.6497623533,0.2887905816,3.1622776602,0.1,0.3,0.9,2,0,7,6,9,2,16,7,1,3,6,0,1,0,0,0,0
433199,0,7,4,9,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,1.2,1.6968721225,11,1,0,0,1,1,1,1,2,1,64,3,0.3160696126,0.5036437479,0.3041381265,1.0,0.6,0.6,0.0,2,2,8,4,6,2,11,3,2,2,11,0,1,1,0,0,0
957663,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1.0,11,1,-1,2,-1,0,1,1,2,1,104,0,0.3943348831,0.5169642793,0.3872983346,0.0,0.2,0.5,0.4,1,1,8,3,10,3,8,8,0,1,9,0,0,1,0,1,0
726671,0,0,3,6,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,0,2,1,34,2,0.4,0.8943925404999999,0.3780211634,3.7416573868,0.2,0.9,0.2,4,0,7,3,10,2,3,7,0,3,6,1,1,1,0,0,0
452174,0,2,1,8,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,1.3,2.0004686951,10,0,-1,1,1,3,1,1,0,1,104,2,0.4472135954999999,0.8144105001999999,0.4268489193999999,3.0,0.2,0.1,0.9,2,3,7,2,8,2,8,4,0,3,4,0,1,1,0,0,0
41130,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.4987484336,11,1,-1,0,-1,14,0,1,2,0,104,2,0.316227766,0.6525854493,0.3937003937,2.8284271247,0.3,0.4,0.1,2,2,8,5,8,3,9,4,0,2,6,0,0,0,0,1,0
644844,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.7966225190999999,0.3780211634,3.4641016151,0.7,0.1,0.8,4,0,8,3,10,4,7,6,3,4,2,0,0,1,0,0,0
532595,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.3,0.3,-1.0,10,1,-1,1,0,9,1,0,0,1,61,2,0.4,1.2731330522,0.4241462011999999,3.6055512755,0.7,0.3,0.7,3,0,7,4,10,3,10,4,3,2,7,0,1,0,0,1,0
774495,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.3,0.0,0.7141428429000001,7,1,-1,0,-1,1,1,1,2,1,38,1,0.316227766,0.6634495378,0.3598610843,3.4641016151,0.6,0.8,0.7,4,2,8,4,8,3,7,4,1,2,6,0,1,1,1,1,1
1360895,0,4,1,7,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.9,0.9,1.2678722333,11,0,1,0,0,15,1,0,2,1,5,2,0.4472135954999999,1.2055484675,0.3255764119,3.6055512755,0.1,0.1,0.7,1,2,5,2,8,2,11,10,2,0,12,1,1,0,1,0,0
886241,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.8,0.9526279442,11,1,0,0,0,11,1,1,0,1,17,2,0.3741657387,0.8705346509999999,0.3257299495,3.6055512755,0.6,0.2,0.8,3,3,7,5,10,2,6,5,0,6,9,0,0,1,1,1,1
843479,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0.3,0.0,0.7327175445,6,1,-1,4,1,1,1,1,0,1,104,3,0.3741657387,0.9424997534,0.3962322551,3.1622776602,0.7,0.6,0.3,3,3,6,4,11,2,13,5,1,6,7,0,1,1,1,0,0
197117,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.3,0.6604922407,7,1,-1,0,-1,14,1,1,3,1,29,3,0.4,0.7029747888,0.3984971768999999,2.8284271247,0.3,0.5,0.8,2,3,7,4,9,3,4,4,2,3,7,1,1,0,1,1,0
567854,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,-1.0,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.6606877207999999,0.3619392214,3.1622776602,0.0,0.6,0.4,5,2,7,5,9,5,12,6,0,2,11,0,1,1,0,0,0
28647,0,5,1,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.8,0.8,1.1521718622,11,0,1,9,1,2,-1,1,2,1,104,3,0.4472135954999999,1.6052149003,0.4669047012,3.7416573868,0.7,0.5,0.2,2,2,8,1,10,3,9,4,0,3,7,1,1,0,0,1,0
707901,0,4,1,9,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.3,0.0,0.7830229881999999,10,1,-1,0,1,1,1,1,0,1,74,3,0.3741657387,0.7388286463,0.3716180835,3.3166247904,0.6,0.3,0.5,1,2,8,3,9,0,6,2,1,2,1,0,0,0,0,0,0
1470689,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.0925886692,11,0,-1,0,-1,10,1,0,2,1,89,2,0.3872983346,1.0972071985,0.4086563347999999,3.7416573868,0.7,0.5,0.1,3,3,7,3,9,3,6,7,2,1,11,0,1,1,1,0,0
634883,0,7,1,6,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,1.6,1.6874537031,7,0,1,9,0,9,1,0,2,1,104,3,0.4472135954999999,1.4557239544,0.3872983346,3.6055512755,0.7,0.5,0.2,4,1,8,0,9,4,8,6,0,2,10,0,0,0,0,1,0
262697,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.1,0.2,-1.0,9,1,0,0,1,0,1,1,2,1,78,3,0.4,0.806443575,0.3287856445,3.1622776602,0.2,0.2,0.8,3,0,9,2,10,1,9,5,1,4,8,0,1,1,0,1,0
691731,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0.9,0.9,1.5118283633,11,0,1,0,0,1,1,0,2,1,51,2,0.4,1.0101417542,0.3388214868999999,3.7416573868,0.4,0.9,0.5,1,4,8,6,11,2,9,3,2,5,10,0,0,0,0,0,0
220976,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.3,0.0,1.1768602296,9,0,1,1,1,0,0,1,2,1,75,2,0.4472135954999999,1.1504625372,0.3823610859,3.4641016151,0.9,0.3,0.5,1,1,8,3,7,3,10,6,1,5,6,1,1,1,1,0,1
